us-gaap:hedgedassetstatementoffinancialpositionextensibleenumeration,Period_21,http://fasb.org/us-gaap/2024#MarketableSecuritiesCurrent http://fasb.org/us-gaap/2024#MarketableSecuritiesNoncurrent
us-gaap:hedgedassetstatementoffinancialpositionextensibleenumeration,c-22,http://fasb.org/us-gaap/2024#MarketableSecuritiesCurrent http://fasb.org/us-gaap/2024#MarketableSecuritiesNoncurrent
us-gaap:hedgedliabilitystatementoffinancialpositionextensibleenumeration,c-21,http://fasb.org/us-gaap/2024#LongTermDebtCurrent http://fasb.org/us-gaap/2024#LongTermDebtNoncurrent
us-gaap:hedgedliabilitystatementoffinancialpositionextensibleenumeration,c-22,http://fasb.org/us-gaap/2024#LongTermDebtCurrent http://fasb.org/us-gaap/2024#LongTermDebtNoncurrent
us-gaap:operatingleaserightofuseassetstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#OtherAssetsNoncurrent
us-gaap:operatingleaserightofuseassetstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#OtherAssetsNoncurrent
us-gaap:financeleaserightofuseassetstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#PropertyPlantAndEquipmentNet
us-gaap:financeleaserightofuseassetstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#PropertyPlantAndEquipmentNet
us-gaap:operatingleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#OtherLiabilitiesCurrent
us-gaap:operatingleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#OtherLiabilitiesCurrent
us-gaap:operatingleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#OtherLiabilitiesNoncurrent
us-gaap:operatingleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#OtherLiabilitiesNoncurrent
us-gaap:financeleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#OtherLiabilitiesCurrent
us-gaap:financeleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#OtherLiabilitiesCurrent
us-gaap:financeleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-21,http://fasb.org/us-gaap/2024#OtherLiabilitiesNoncurrent
us-gaap:financeleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2024#OtherLiabilitiesNoncurrent
us-gaap:otherassetscurrent,c-21,"14,287"
us-gaap:otherassetscurrent,c-22,"14,695"
us-gaap:assetscurrent,c-21,"152,987"
us-gaap:assetscurrent,c-22,"143,566"
