us-gaap:hedgedassetstatementoffinancialpositionextensibleenumeration,Period_22,http://fasb.org/us-gaap/2023#MarketableSecuritiesCurrent http://fasb.org/us-gaap/2023#MarketableSecuritiesNoncurrent
us-gaap:hedgedassetstatementoffinancialpositionextensibleenumeration,c-23,http://fasb.org/us-gaap/2023#MarketableSecuritiesCurrent http://fasb.org/us-gaap/2023#MarketableSecuritiesNoncurrent
us-gaap:hedgedliabilitystatementoffinancialpositionextensibleenumeration,c-22,http://fasb.org/us-gaap/2023#LongTermDebtCurrent http://fasb.org/us-gaap/2023#LongTermDebtNoncurrent
us-gaap:hedgedliabilitystatementoffinancialpositionextensibleenumeration,c-23,http://fasb.org/us-gaap/2023#LongTermDebtCurrent http://fasb.org/us-gaap/2023#LongTermDebtNoncurrent
us-gaap:operatingleaserightofuseassetstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#OtherAssetsNoncurrent
us-gaap:operatingleaserightofuseassetstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#OtherAssetsNoncurrent
us-gaap:financeleaserightofuseassetstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#PropertyPlantAndEquipmentNet
us-gaap:financeleaserightofuseassetstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#PropertyPlantAndEquipmentNet
us-gaap:operatingleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#OtherLiabilitiesCurrent
us-gaap:operatingleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#OtherLiabilitiesCurrent
us-gaap:operatingleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#OtherLiabilitiesNoncurrent
us-gaap:operatingleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#OtherLiabilitiesNoncurrent
us-gaap:financeleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#OtherLiabilitiesCurrent
us-gaap:financeleaseliabilitycurrentstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#OtherLiabilitiesCurrent
us-gaap:financeleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-22,http://fasb.org/us-gaap/2023#OtherLiabilitiesNoncurrent
us-gaap:financeleaseliabilitynoncurrentstatementoffinancialpositionextensiblelist,c-23,http://fasb.org/us-gaap/2023#OtherLiabilitiesNoncurrent
us-gaap:otherassetscurrent,c-22,"14,695"
us-gaap:otherassetscurrent,c-23,"21,223"
us-gaap:assetscurrent,c-22,"143,566"
us-gaap:assetscurrent,c-23,"135,405"
us-gaap:otherassetsnoncurrent,c-22,"64,758"
us-gaap:otherassetsnoncurrent,c-23,"54,428"
us-gaap:assetsnoncurrent,c-22,"209,017"
us-gaap:assetsnoncurrent,c-23,"217,350"
us-gaap:assets,c-22,"352,583"
us-gaap:assets,c-23,"352,755"
us-gaap:otherliabilitiescurrent,c-22,"58,829"
us-gaap:otherliabilitiescurrent,c-23,"60,845"
us-gaap:contractwithcustomerliabilitycurrent,c-22,"8,061"
us-gaap:contractwithcustomerliabilitycurrent,c-23,"7,912"
us-gaap:liabilitiescurrent,c-22,"145,308"
us-gaap:liabilitiescurrent,c-23,"153,982"
us-gaap:otherliabilitiesnoncurrent,c-22,"49,848"
us-gaap:otherliabilitiesnoncurrent,c-23,"49,142"
us-gaap:liabilitiesnoncurrent,c-22,"145,129"
us-gaap:liabilitiesnoncurrent,c-23,"148,101"
us-gaap:liabilities,c-22,"290,437"
us-gaap:liabilities,c-23,"302,083"
us-gaap:stockholdersequity,c-22,"62,146"
us-gaap:stockholdersequity,c-23,"50,672"
us-gaap:liabilitiesandstockholdersequity,c-22,"352,583"
us-gaap:liabilitiesandstockholdersequity,c-23,"352,755"
us-gaap:stockholdersequity,c-23,"50,672"
us-gaap:stockholdersequity,c-24,"63,090"
us-gaap:stockholdersequity,c-25,"65,339"
us-gaap:stockholdersequity,c-26,"64,849"
us-gaap:stockholdersequity,c-27,"57,365"
us-gaap:stockholdersequity,c-28,"50,779"
us-gaap:stockholdersequity,c-32,"73,812"
us-gaap:stockholdersequity,c-26,"64,849"
us-gaap:stockholdersequity,c-27,"57,365"
us-gaap:stockholdersequity,c-33,"3,068"
us-gaap:stockholdersequity,c-34,"5,562"
us-gaap:stockholdersequity,c-35,"14,966"
us-gaap:stockholdersequity,c-39,214
us-gaap:stockholdersequity,c-33,"3,068"
us-gaap:stockholdersequity,c-34,"5,562"
us-gaap:stockholdersequity,c-40,"11,109"
us-gaap:stockholdersequity,c-41,163
us-gaap:stockholdersequity,c-42,406
us-gaap:stockholdersequity,c-46,"11,452"
us-gaap:stockholdersequity,c-40,"11,109"
us-gaap:stockholdersequity,c-41,163
us-gaap:stockholdersequity,c-22,"62,146"
us-gaap:stockholdersequity,c-23,"50,672"
us-gaap:stockholdersequity,c-24,"63,090"
us-gaap:increasedecreaseinotheroperatingassets,c-1,"5,684"
us-gaap:increasedecreaseinotheroperatingassets,c-20,"6,499"
us-gaap:increasedecreaseinotheroperatingassets,c-21,"8,042"
us-gaap:increasedecreaseinotheroperatingliabilities,c-1,"3,031"
us-gaap:increasedecreaseinotheroperatingliabilities,c-20,"6,110"
us-gaap:increasedecreaseinotheroperatingliabilities,c-21,"7,475"
us-gaap:contractwithcustomerliabilityrevenuerecognized,c-1,8.2
us-gaap:contractwithcustomerliabilityrevenuerecognized,c-20,7.5
us-gaap:contractwithcustomerliabilityrevenuerecognized,c-21,6.7
us-gaap:contractwithcustomerliability,c-22,12.1
us-gaap:contractwithcustomerliability,c-23,12.4
us-gaap:equitysecuritiesfvnicost,c-65,481
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-65,—
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-65,—
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-65,481
us-gaap:equitysecuritiesfvnicost,c-66,442
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-66,12
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-66,26
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-66,428
us-gaap:equitysecuritiesfvnicost,c-67,923
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-67,12
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-67,26
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-67,909
us-gaap:equitysecuritiesfvnicost,c-78,"2,929"
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-78,—
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-78,—
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-78,"2,929"
us-gaap:equitysecuritiesfvnicost,c-79,274
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-79,—
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-79,47
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-79,227
us-gaap:equitysecuritiesfvnicost,c-80,"3,203"
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedgainbeforetax,c-80,—
aapl:equitysecuritiesfvniaccumulatedgrossunrealizedlossbeforetax,c-80,47
us-gaap:equitysecuritiesfvnicurrentandnoncurrent,c-80,"3,156"
us-gaap:derivativeassetfairvaluegrossassetincludingnotsubjecttomasternettingarrangement,c-98,"4,317"
us-gaap:derivativeassetfairvaluegrossassetincludingnotsubjecttomasternettingarrangement,c-99,"2,819"
us-gaap:derivativeassetfairvaluegrossassetincludingnotsubjecttomasternettingarrangement,c-100,"7,136"
us-gaap:fairvalueconcentrationofriskderivativefinancialinstrumentsassets,c-101,"7,136"
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-102,"2,205"
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-103,"2,547"
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-104,"4,752"
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-105,"1,367"
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-106,—
us-gaap:derivativeliabilityfairvaluegrossliabilityincludingnotsubjecttomasternettingarrangement,c-107,"1,367"
aapl:derivativeassetsreductionformasternettingarrangementsincludingtheeffectsofcollateral,c-23,7.8
aapl:derivativeliabilitiesreductionformasternettingarrangementsincludingtheeffectsofcollateral,c-23,7.8
us-gaap:hedgedassetfairvaluehedge,c-22,"14,433"
us-gaap:hedgedassetfairvaluehedge,c-23,"13,378"
us-gaap:hedgedliabilityfairvaluehedge,c-22,"18,247"
us-gaap:hedgedliabilityfairvaluehedge,c-23,"18,739"
us-gaap:scheduleofotherassetsnoncurrenttextblock,c-1,"Other Non-Current Assets20232022Deferred tax assets$17,852 $15,375 Other non-current assets46,906 39,053 Total other non-current assets$64,758 $54,428"
us-gaap:deferredincometaxassetsnet,c-22,"17,852"
us-gaap:deferredincometaxassetsnet,c-23,"15,375"
us-gaap:otherassetsmiscellaneousnoncurrent,c-22,"46,906"
us-gaap:otherassetsmiscellaneousnoncurrent,c-23,"39,053"
us-gaap:otherassetsnoncurrent,c-22,"64,758"
us-gaap:otherassetsnoncurrent,c-23,"54,428"
us-gaap:othercurrentliabilitiestabletextblock,c-1,"Other Current Liabilities20232022Income taxes payable$8,819 $6,552 Other current liabilities50,010 54,293 Total other current liabilities$58,829 $60,845"
us-gaap:otheraccruedliabilitiescurrent,c-22,"50,010"
us-gaap:otheraccruedliabilitiescurrent,c-23,"54,293"
us-gaap:otherliabilitiescurrent,c-22,"58,829"
us-gaap:otherliabilitiescurrent,c-23,"60,845"
us-gaap:othernoncurrentliabilitiestabletextblock,c-1,"Other Non-Current Liabilities20232022Long-term taxes payable$15,457 $16,657 Other non-current liabilities34,391 32,485 Total other non-current liabilities$49,848 $49,142"
us-gaap:otheraccruedliabilitiesnoncurrent,c-22,"34,391"
us-gaap:otheraccruedliabilitiesnoncurrent,c-23,"32,485"
us-gaap:otherliabilitiesnoncurrent,c-22,"49,848"
us-gaap:otherliabilitiesnoncurrent,c-23,"49,142"
us-gaap:scheduleofdeferredtaxassetsandliabilitiestabletextblock,c-1,"As of September 30, 2023 and September 24, 2022, the significant components of the Company’s deferred tax assets and liabilities were (in millions):20232022Deferred tax assets:Tax credit carryforwards$8,302 $6,962 Accrued liabilities and other reserves6,365 6,515 Capitalized research and development6,294 1,267 Deferred revenue4,571 5,742 Unrealized losses2,447 2,913 Lease liabilities2,421 2,400 Other2,343 3,407 Total deferred tax assets32,743 29,206 Less: Valuation allowance(8,374)(7,530)Total deferred tax assets, net24,369 21,676 Deferred tax liabilities:Right-of-use assets2,179 2,163 Depreciation1,998 1,582 Minimum tax on foreign earnings1,940 1,983 Unrealized gains511 942 Other490 469 Total deferred tax liabilities7,118 7,139 Net deferred tax assets$17,251 $14,537"
us-gaap:deferredtaxassetstaxcreditcarryforwards,c-22,"8,302"
us-gaap:deferredtaxassetstaxcreditcarryforwards,c-23,"6,962"
us-gaap:deferredtaxassetstaxdeferredexpensereservesandaccruals,c-22,"6,365"
us-gaap:deferredtaxassetstaxdeferredexpensereservesandaccruals,c-23,"6,515"
aapl:deferredtaxassetscapitalizedresearchanddevelopment,c-22,"6,294"
aapl:deferredtaxassetscapitalizedresearchanddevelopment,c-23,"1,267"
us-gaap:deferredtaxassetsdeferredincome,c-22,"4,571"
us-gaap:deferredtaxassetsdeferredincome,c-23,"5,742"
us-gaap:deferredtaxassetsothercomprehensiveloss,c-22,"2,447"
us-gaap:deferredtaxassetsothercomprehensiveloss,c-23,"2,913"
aapl:deferredtaxassetsleaseliabilities,c-22,"2,421"
aapl:deferredtaxassetsleaseliabilities,c-23,"2,400"
us-gaap:deferredtaxassetsother,c-22,"2,343"
us-gaap:deferredtaxassetsother,c-23,"3,407"
us-gaap:deferredtaxassetsgross,c-22,"32,743"
us-gaap:deferredtaxassetsgross,c-23,"29,206"
us-gaap:deferredtaxassetsvaluationallowance,c-22,"8,374"
us-gaap:deferredtaxassetsvaluationallowance,c-23,"7,530"
us-gaap:deferredtaxassetsnet,c-22,"24,369"
us-gaap:deferredtaxassetsnet,c-23,"21,676"
us-gaap:deferredtaxliabilitiesleasingarrangements,c-22,"2,179"
us-gaap:deferredtaxliabilitiesleasingarrangements,c-23,"2,163"
us-gaap:deferredtaxliabilitiespropertyplantandequipment,c-22,"1,998"
us-gaap:deferredtaxliabilitiespropertyplantandequipment,c-23,"1,582"
aapl:deferredtaxliabilitiesminimumtaxonforeignearnings,c-22,"1,940"
